name_last,name_suffix,name_first,name_middle,race
,,jules,,"GreaterEuropean,WestEuropean,French"
,,jules,,"GreaterEuropean,WestEuropean,French"
noël,,jules,achille,"GreaterEuropean,WestEuropean,French"
breton,,jules,adolphe aimé louis,"GreaterEuropean,WestEuropean,French"
deseilligny,,jules,alfred pierrot,"GreaterEuropean,WestEuropean,French"
allasseur,,jules,,"GreaterEuropean,WestEuropean,French"
naudet,,jules and gedeon,,"GreaterEuropean,WestEuropean,French"
dufaure,,jules,armand,"GreaterEuropean,WestEuropean,French"
de rivière,,jules,arnous,"GreaterEuropean,WestEuropean,French"
baillarger,,jules,,"GreaterEuropean,WestEuropean,French"
bonnot,,jules,,"GreaterEuropean,WestEuropean,French"
cambon,,jules,,"GreaterEuropean,WestEuropean,French"
carpentier,,jules,,"GreaterEuropean,WestEuropean,French"
chéret,,jules,,"GreaterEuropean,WestEuropean,French"
comby,,jules,,"GreaterEuropean,WestEuropean,French"
cotard,,jules,,"GreaterEuropean,WestEuropean,French"
de balincourt,,jules,,"GreaterEuropean,WestEuropean,French"
de clérambault,,jules,,"GreaterEuropean,WestEuropean,French"
de gaultier,,jules,,"GreaterEuropean,WestEuropean,French"
deschênes,,jules,,"GreaterEuropean,WestEuropean,French"
desnoyers,,jules,,"GreaterEuropean,WestEuropean,French"
develle,,jules,,"GreaterEuropean,WestEuropean,French"
devigne,,jules,,"GreaterEuropean,WestEuropean,French"
d'urville,,jules,dumont,"GreaterEuropean,WestEuropean,French"
dumoulin,,jules,,"GreaterEuropean,WestEuropean,French"
dupuit,,jules,,"GreaterEuropean,WestEuropean,French"
pasdeloup,,jules,etienne,"GreaterEuropean,WestEuropean,French"
favre,,jules,,"GreaterEuropean,WestEuropean,French"
ferrette,,jules,,"GreaterEuropean,WestEuropean,French"
ferry,,jules,,"GreaterEuropean,WestEuropean,French"
formigé,,jules,,"GreaterEuropean,WestEuropean,French"
joffrin,,jules,françois alexandre,"GreaterEuropean,WestEuropean,French"
mabille,,jules,françois,"GreaterEuropean,WestEuropean,French"
froment,,jules,,"GreaterEuropean,WestEuropean,French"
garipuy,,jules,,"GreaterEuropean,WestEuropean,French"
gaucher,,jules,,"GreaterEuropean,WestEuropean,French"
cloquet,,jules,germain,"GreaterEuropean,WestEuropean,French"
maisonneuve,,jules,germain françois,"GreaterEuropean,WestEuropean,French"
goux,,jules,,"GreaterEuropean,WestEuropean,French"
granier,,jules,,"GreaterEuropean,WestEuropean,French"
grévy,,jules,,"GreaterEuropean,WestEuropean,French"
guesde,,jules,,"GreaterEuropean,WestEuropean,French"
guyot,,jules,,"GreaterEuropean,WestEuropean,French"
mansart,,jules,hardouin,"GreaterEuropean,WestEuropean,French"
janin,,jules,,"GreaterEuropean,WestEuropean,French"
lefebvre,,jules,joseph,"GreaterEuropean,WestEuropean,French"
keignaert,,jules,,"GreaterEuropean,WestEuropean,French"
lemaître,,jules,,"GreaterEuropean,WestEuropean,French"
léotard,,jules,,"GreaterEuropean,WestEuropean,French"
mancini,,jules,,"GreaterEuropean,WestEuropean,French"
marey,,jules,,"GreaterEuropean,WestEuropean,French"
mascaron,,jules,,"GreaterEuropean,WestEuropean,French"
massenet,,jules,,"GreaterEuropean,WestEuropean,French"
michelet,,jules,,"GreaterEuropean,WestEuropean,French"
planchon,,jules,Émile,"GreaterEuropean,WestEuropean,French"
mêne,,jules,,"GreaterEuropean,WestEuropean,French"
moch,,jules,,"GreaterEuropean,WestEuropean,French"
moriceau,,jules,,"GreaterEuropean,WestEuropean,French"
morin,,jules,,"GreaterEuropean,WestEuropean,French"
nempon,,jules,,"GreaterEuropean,WestEuropean,French"
noyers,,jules,patenotre des,"GreaterEuropean,WestEuropean,French"
rambur,,jules,pierre,"GreaterEuropean,WestEuropean,French"
pirard,,jules,,"GreaterEuropean,WestEuropean,French"
richard,,jules,,"GreaterEuropean,WestEuropean,French"
auguste,,jules,robert,"GreaterEuropean,WestEuropean,French"
sandeau,,jules,,"GreaterEuropean,WestEuropean,French"
saulnier,,jules,,"GreaterEuropean,WestEuropean,French"
simon,,jules,,"GreaterEuropean,WestEuropean,French"
zeller,,jules,sylvain,"GreaterEuropean,WestEuropean,French"
tavernier,,jules,,"GreaterEuropean,WestEuropean,French"
vallès,,jules,,"GreaterEuropean,WestEuropean,French"
vandooren,,jules,,"GreaterEuropean,WestEuropean,French"
verne,,jules,,"GreaterEuropean,WestEuropean,French"
verreaux,,jules,,"GreaterEuropean,WestEuropean,French"
violle,,jules,,"GreaterEuropean,WestEuropean,French"
mans,,julian of le,,"GreaterEuropean,WestEuropean,French"
,,julian of speyer,,"GreaterEuropean,WestEuropean,French"
,,julia of corsica,,"GreaterEuropean,WestEuropean,French"
ashton,,juli,,"GreaterEuropean,WestEuropean,French"
howe,,julia,ward,"GreaterEuropean,WestEuropean,French"
clary,,julie,,"GreaterEuropean,WestEuropean,French"
d'aubigny,,julie,,"GreaterEuropean,WestEuropean,French"
delpy,,julie,,"GreaterEuropean,WestEuropean,French"
depardieu,,julie,,"GreaterEuropean,WestEuropean,French"
dreyfus,,julie,,"GreaterEuropean,WestEuropean,French"
lebreton,,julie,,"GreaterEuropean,WestEuropean,French"
absalon,,julien,,"GreaterEuropean,WestEuropean,French"
arias,,julien,,"GreaterEuropean,WestEuropean,French"
mermet,,julien,augustin joseph,"GreaterEuropean,WestEuropean,French"
belgy,,julien,,"GreaterEuropean,WestEuropean,French"
benneteau,,julien,,"GreaterEuropean,WestEuropean,French"
bonnaire,,julien,,"GreaterEuropean,WestEuropean,French"
boutter,,julien,,"GreaterEuropean,WestEuropean,French"
brellier,,julien,,"GreaterEuropean,WestEuropean,French"
clerc,,julien,,"GreaterEuropean,WestEuropean,French"
cosmao,,julien,,"GreaterEuropean,WestEuropean,French"
darui,,julien,,"GreaterEuropean,WestEuropean,French"
doré,,julien,,"GreaterEuropean,WestEuropean,French"
fournié,,julien,,"GreaterEuropean,WestEuropean,French"
françois,,julien,,"GreaterEuropean,WestEuropean,French"
havet,,julien,,"GreaterEuropean,WestEuropean,French"
laharrague,,julien,,"GreaterEuropean,WestEuropean,French"
leparoux,,julien,,"GreaterEuropean,WestEuropean,French"
lorcy,,julien,,"GreaterEuropean,WestEuropean,French"
loy,,julien,,"GreaterEuropean,WestEuropean,French"
martinelli,,julien,,"GreaterEuropean,WestEuropean,French"
de la mettrie,,julien,offray,"GreaterEuropean,WestEuropean,French"
nolin,,julie,,"GreaterEuropean,WestEuropean,French"
peridier,,julien,,"GreaterEuropean,WestEuropean,French"
pierre,,julien,,"GreaterEuropean,WestEuropean,French"
pillet,,julien,,"GreaterEuropean,WestEuropean,French"
poueys,,julien,,"GreaterEuropean,WestEuropean,French"
quercia,,julien,,"GreaterEuropean,WestEuropean,French"
raimond,,julien,,"GreaterEuropean,WestEuropean,French"
rantier,,julien,,"GreaterEuropean,WestEuropean,French"
rinaldi,,julien,,"GreaterEuropean,WestEuropean,French"
robert,,julien,,"GreaterEuropean,WestEuropean,French"
rodriguez,,julien,,"GreaterEuropean,WestEuropean,French"
sablé,,julien,,"GreaterEuropean,WestEuropean,French"
saubade,,julien,,"GreaterEuropean,WestEuropean,French"
sicot,,julien,,"GreaterEuropean,WestEuropean,French"
tournut,,julien,,"GreaterEuropean,WestEuropean,French"
touxagas,,julien,,"GreaterEuropean,WestEuropean,French"
wartelle,,julien,,"GreaterEuropean,WestEuropean,French"
payette,,julie,,"GreaterEuropean,WestEuropean,French"
pietri,,julie,,"GreaterEuropean,WestEuropean,French"
berto,,juliet,,"GreaterEuropean,WestEuropean,French"
,,juliette,,"GreaterEuropean,WestEuropean,French"
binoche,,juliette,,"GreaterEuropean,WestEuropean,French"
vlasto,,julie,,"GreaterEuropean,WestEuropean,French"
bertrand,,julie,winnefred,"GreaterEuropean,WestEuropean,French"
zenatti,,julie,,"GreaterEuropean,WestEuropean,French"
gayarre,,julián,,"GreaterEuropean,WestEuropean,French"
retegi,,julián,,"GreaterEuropean,WestEuropean,French"
ducuron,,julio,,"GreaterEuropean,WestEuropean,French"
médem,,julio,,"GreaterEuropean,WestEuropean,French"
olarticoechea,,julio,,"GreaterEuropean,WestEuropean,French"
salinas,,julio,,"GreaterEuropean,WestEuropean,French"
du mont,,julius,,"GreaterEuropean,WestEuropean,French"
oppert,,julius,,"GreaterEuropean,WestEuropean,French"
baltruÅ¡aitis,,jurgis,,"GreaterEuropean,WestEuropean,French"
,,just,,"GreaterEuropean,WestEuropean,French"
lisch,,juste,,"GreaterEuropean,WestEuropean,French"
,,justice,,"GreaterEuropean,WestEuropean,French"
clinchant,,justin,,"GreaterEuropean,WestEuropean,French"
de selves,,justin,,"GreaterEuropean,WestEuropean,French"
de clary,,justinien,,"GreaterEuropean,WestEuropean,French"
jolly,,justin,marie,"GreaterEuropean,WestEuropean,French"
menier,,justin,,"GreaterEuropean,WestEuropean,French"
macquart,,justin,pierre marie,"GreaterEuropean,WestEuropean,French"
theroux,,justin,,"GreaterEuropean,WestEuropean,French"
trudeau,,justin,,"GreaterEuropean,WestEuropean,French"
tuveri,,justin,,"GreaterEuropean,WestEuropean,French"
whalin,,justin,,"GreaterEuropean,WestEuropean,French"
jaeckin,,just,,"GreaterEuropean,WestEuropean,French"
de urquiza,,justo,josé,"GreaterEuropean,WestEuropean,French"
,,justus of beauvais,,"GreaterEuropean,WestEuropean,French"
sustermans,,justus,,"GreaterEuropean,WestEuropean,French"
,,juthwara,,"GreaterEuropean,WestEuropean,French"
poniatowski,,józef,antoni,"GreaterEuropean,WestEuropean,French"
diawara,,kaba,,"GreaterEuropean,WestEuropean,French"
arif,,kader,,"GreaterEuropean,WestEuropean,French"
gomis,,kafétien,,"GreaterEuropean,WestEuropean,French"
cissé,,kalifa,,"GreaterEuropean,WestEuropean,French"
todors,,kalonymus,ben,"GreaterEuropean,WestEuropean,French"
chafni,,kamel,,"GreaterEuropean,WestEuropean,French"
larbi,,kamel,,"GreaterEuropean,WestEuropean,French"
ramdani,,kamel,,"GreaterEuropean,WestEuropean,French"
naidu,,kamichetty,sri parassourama varaprassada rao,"GreaterEuropean,WestEuropean,French"
rustam,,kamil,,"GreaterEuropean,WestEuropean,French"
zayatte,,kamil,,"GreaterEuropean,WestEuropean,French"
,,kamini,,"GreaterEuropean,WestEuropean,French"
bentley,,kane,,"GreaterEuropean,WestEuropean,French"
ro,,kara,,"GreaterEuropean,WestEuropean,French"
vasak,,karel,,"GreaterEuropean,WestEuropean,French"
dotrice,,karen,,"GreaterEuropean,WestEuropean,French"
furneaux,,karen,,"GreaterEuropean,WestEuropean,French"
sinclair,,karen,,"GreaterEuropean,WestEuropean,French"
azizou,,karim,,"GreaterEuropean,WestEuropean,French"
benzema,,karim,,"GreaterEuropean,WestEuropean,French"
bourti,,karim,,"GreaterEuropean,WestEuropean,French"
dahou,,karim,,"GreaterEuropean,WestEuropean,French"
djeballi,,karim,,"GreaterEuropean,WestEuropean,French"
essediri,,karim,,"GreaterEuropean,WestEuropean,French"
fradin,,karim,,"GreaterEuropean,WestEuropean,French"
kerkar,,karim,,"GreaterEuropean,WestEuropean,French"
matmour,,karim,,"GreaterEuropean,WestEuropean,French"
nébati,,karim,,"GreaterEuropean,WestEuropean,French"
soltani,,karim,,"GreaterEuropean,WestEuropean,French"
ziani,,karim,,"GreaterEuropean,WestEuropean,French"
icher,,karine,,"GreaterEuropean,WestEuropean,French"
saporta,,karine,,"GreaterEuropean,WestEuropean,French"
brandt,,karl,,"GreaterEuropean,WestEuropean,French"
huysmans,,karl,,"GreaterEuropean,WestEuropean,French"
munroe,,karl,,"GreaterEuropean,WestEuropean,French"
pilkington,,karl,,"GreaterEuropean,WestEuropean,French"
taillepierre,,karl,,"GreaterEuropean,WestEuropean,French"
chopin,,kate,,"GreaterEuropean,WestEuropean,French"
zell,,katharina,,"GreaterEuropean,WestEuropean,French"
,,katherine of lancaster,,"GreaterEuropean,WestEuropean,French"
swynford,,katherine,,"GreaterEuropean,WestEuropean,French"
gifford,,kathie,lee,"GreaterEuropean,WestEuropean,French"
baker,,kathy,,"GreaterEuropean,WestEuropean,French"
labèque,,katia and marielle,,"GreaterEuropean,WestEuropean,French"
,,kavinsky,,"GreaterEuropean,WestEuropean,French"
,,kaysha,,"GreaterEuropean,WestEuropean,French"
menstarn,,keaten,,"GreaterEuropean,WestEuropean,French"
hopwood,,keith,,"GreaterEuropean,WestEuropean,French"
newton,,keith,,"GreaterEuropean,WestEuropean,French"
lebrock,,kelly,,"GreaterEuropean,WestEuropean,French"
bourhani,,kemal,,"GreaterEuropean,WestEuropean,French"
fogarty,,ken,,"GreaterEuropean,WestEuropean,French"
white,,kenneth,,"GreaterEuropean,WestEuropean,French"
gillet,,kenny,,"GreaterEuropean,WestEuropean,French"
viljoen,,ken,,"GreaterEuropean,WestEuropean,French"
arkana,,keny,,"GreaterEuropean,WestEuropean,French"
braiga,,kenza,,"GreaterEuropean,WestEuropean,French"
junkera,,kepa,,"GreaterEuropean,WestEuropean,French"
ann,,keren,,"GreaterEuropean,WestEuropean,French"
roosevelt,,kermit,,"GreaterEuropean,WestEuropean,French"
arnould,,kevin,,"GreaterEuropean,WestEuropean,French"
gameiro,,kevin,,"GreaterEuropean,WestEuropean,French"
hatchi,,kevin,,"GreaterEuropean,WestEuropean,French"
lamoureux,,kevin,,"GreaterEuropean,WestEuropean,French"
lejeune,,kevin,,"GreaterEuropean,WestEuropean,French"
o'toole,,kevin,,"GreaterEuropean,WestEuropean,French"
mustafa,,khaled,ben,"GreaterEuropean,WestEuropean,French"
kelkal,,khaled,,"GreaterEuropean,WestEuropean,French"
kharroubi,,khaled,,"GreaterEuropean,WestEuropean,French"
zoubaa,,khalid,,"GreaterEuropean,WestEuropean,French"
fadiga,,khalilou,,"GreaterEuropean,WestEuropean,French"
,,khan,,"GreaterEuropean,WestEuropean,French"
djelkhir,,khedafi,,"GreaterEuropean,WestEuropean,French"
,,khodadin,,"GreaterEuropean,WestEuropean,French"
,,kholti,,"GreaterEuropean,WestEuropean,French"
creole,,kid,,"GreaterEuropean,WestEuropean,French"
loco,,kid,,"GreaterEuropean,WestEuropean,French"
westwood,,kieren,,"GreaterEuropean,WestEuropean,French"
croc,,killer,,"GreaterEuropean,WestEuropean,French"
finster,,kimi,,"GreaterEuropean,WestEuropean,French"
leclerc,,kim,,"GreaterEuropean,WestEuropean,French"
lucine,,kim,,"GreaterEuropean,WestEuropean,French"
marengo,,kimon,evan,"GreaterEuropean,WestEuropean,French"
,,,,"GreaterEuropean,WestEuropean,French"
,,,,"GreaterEuropean,WestEuropean,French"
,,hendrick,,"GreaterEuropean,WestEuropean,French"
tree,,kings of navarre,family,"GreaterEuropean,WestEuropean,French"
starr,,kinnie,,"GreaterEuropean,WestEuropean,French"
kirillovna of russia,,kira,,"GreaterEuropean,WestEuropean,French"
williams,,kirsty,,"GreaterEuropean,WestEuropean,French"
afanou,,kodjo,,"GreaterEuropean,WestEuropean,French"
,,kohen,,"GreaterEuropean,WestEuropean,French"
,,koikili,,"GreaterEuropean,WestEuropean,French"
fernández,,koldo,,"GreaterEuropean,WestEuropean,French"
litscher,,kolia,,"GreaterEuropean,WestEuropean,French"
shen,,kool,,"GreaterEuropean,WestEuropean,French"
de la rey,,koos,,"GreaterEuropean,WestEuropean,French"
,,kot,,"GreaterEuropean,WestEuropean,French"
,,kpo the leopard,,"GreaterEuropean,WestEuropean,French"
axel,,krister,,"GreaterEuropean,WestEuropean,French"
thomas,,kristin,scott,"GreaterEuropean,WestEuropean,French"
jayawardena,,kumari,,"GreaterEuropean,WestEuropean,French"
aubeneau,,kévin,,"GreaterEuropean,WestEuropean,French"
kiske,,ky,,"GreaterEuropean,WestEuropean,French"
,,kyot,,"GreaterEuropean,WestEuropean,French"
,,kyung,,"GreaterEuropean,WestEuropean,French"
,,la,,"GreaterEuropean,WestEuropean,French"
,,la belle chateauneuf,,"GreaterEuropean,WestEuropean,French"
bolduc,,la,,"GreaterEuropean,WestEuropean,French"
,,lacuzon,,"GreaterEuropean,WestEuropean,French"
,,ladeuil,,"GreaterEuropean,WestEuropean,French"
,,ladislas of naples,,"GreaterEuropean,WestEuropean,French"
talbot,,eleanor,,"GreaterEuropean,WestEuropean,French"
grey,,jane,,"GreaterEuropean,WestEuropean,French"
stewart,,janet,,"GreaterEuropean,WestEuropean,French"
beaufort,,margaret,,"GreaterEuropean,WestEuropean,French"
casta,,laetitia,,"GreaterEuropean,WestEuropean,French"
hubert,,laetitia,,"GreaterEuropean,WestEuropean,French"
meignan,,laetitia,,"GreaterEuropean,WestEuropean,French"
,,lafrenière,,"GreaterEuropean,WestEuropean,French"
,,lagarde,,"GreaterEuropean,WestEuropean,French"
,,lagrange,,"GreaterEuropean,WestEuropean,French"
,,lagrave,,"GreaterEuropean,WestEuropean,French"
,,laguë,,"GreaterEuropean,WestEuropean,French"
hire,,la,,"GreaterEuropean,WestEuropean,French"
,,lajoie,,"GreaterEuropean,WestEuropean,French"
fatien,,laïka,,"GreaterEuropean,WestEuropean,French"
,,laloue,,"GreaterEuropean,WestEuropean,French"
,,lambert,,"GreaterEuropean,WestEuropean,French"
ii,,lambert,,"GreaterEuropean,WestEuropean,French"
i of nantes,,lambert,,"GreaterEuropean,WestEuropean,French"
lombard,,lambert,,"GreaterEuropean,WestEuropean,French"
simnel,,lambert,,"GreaterEuropean,WestEuropean,French"
tallien,,lambert,,"GreaterEuropean,WestEuropean,French"
wilson,,lambert,,"GreaterEuropean,WestEuropean,French"
du pont,,lammot,,"GreaterEuropean,WestEuropean,French"
,,lancelot,,"GreaterEuropean,WestEuropean,French"
woolaver,,lance,,"GreaterEuropean,WestEuropean,French"
,,léandre,,"GreaterEuropean,WestEuropean,French"
,,landric,,"GreaterEuropean,WestEuropean,French"
bonnefoi,,landry,,"GreaterEuropean,WestEuropean,French"
,,landry of sées,,"GreaterEuropean,WestEuropean,French"
,,lanfranc,,"GreaterEuropean,WestEuropean,French"
nuit,,la,,"GreaterEuropean,WestEuropean,French"
sons,,laocoön and his,,"GreaterEuropean,WestEuropean,French"
french,,laotian,,"GreaterEuropean,WestEuropean,French"
benbarek,,larbi,,"GreaterEuropean,WestEuropean,French"
carp,,larry,,"GreaterEuropean,WestEuropean,French"
clavier,,larry,,"GreaterEuropean,WestEuropean,French"
lalonde,,larry,,"GreaterEuropean,WestEuropean,French"
mabiala,,larrys,,"GreaterEuropean,WestEuropean,French"
de bellegarde,,lary,,"GreaterEuropean,WestEuropean,French"
de termes,,lary,,"GreaterEuropean,WestEuropean,French"
,,lasard,,"GreaterEuropean,WestEuropean,French"
,,lassalle,,"GreaterEuropean,WestEuropean,French"
diarra,,lassana,,"GreaterEuropean,WestEuropean,French"
,,latour,,"GreaterEuropean,WestEuropean,French"
trémoille,,la,,"GreaterEuropean,WestEuropean,French"
,,l'aubespine,,"GreaterEuropean,WestEuropean,French"
,,laud of coutances,,"GreaterEuropean,WestEuropean,French"
de noves,,laura,,"GreaterEuropean,WestEuropean,French"
dutertre,,laura,,"GreaterEuropean,WestEuropean,French"
mancini,,laura,,"GreaterEuropean,WestEuropean,French"
conan,,laure,,"GreaterEuropean,WestEuropean,French"
de lorenzi,,laure,,"GreaterEuropean,WestEuropean,French"
diebold,,laure,,"GreaterEuropean,WestEuropean,French"
leprieur,,laure,,"GreaterEuropean,WestEuropean,French"
bush,,lauren,,"GreaterEuropean,WestEuropean,French"
leboucher,,laurence,,"GreaterEuropean,WestEuropean,French"
manfredi,,laurence,,"GreaterEuropean,WestEuropean,French"
parisot,,laurence,,"GreaterEuropean,WestEuropean,French"
aïello,,laurent,,"GreaterEuropean,WestEuropean,French"
aimard,,laurent,,"GreaterEuropean,WestEuropean,French"
batlles,,laurent,,"GreaterEuropean,WestEuropean,French"
blanc,,laurent,,"GreaterEuropean,WestEuropean,French"
bonnevay,,laurent,,"GreaterEuropean,WestEuropean,French"
bost,,laurent,,"GreaterEuropean,WestEuropean,French"
boutonnat,,laurent,,"GreaterEuropean,WestEuropean,French"
brancowitz,,laurent,,"GreaterEuropean,WestEuropean,French"
brochard,,laurent,,"GreaterEuropean,WestEuropean,French"
cantet,,laurent,,"GreaterEuropean,WestEuropean,French"
cassegrain,,laurent,,"GreaterEuropean,WestEuropean,French"
chappis,,laurent,,"GreaterEuropean,WestEuropean,French"
clerc,,laurent,,"GreaterEuropean,WestEuropean,French"
colot,,laurent,,"GreaterEuropean,WestEuropean,French"
de brunhoff,,laurent,,"GreaterEuropean,WestEuropean,French"
delahousse,,laurent,,"GreaterEuropean,WestEuropean,French"
de palmas,,laurent,,"GreaterEuropean,WestEuropean,French"
desjardins,,laurent,,"GreaterEuropean,WestEuropean,French"
di lorto,,laurent,,"GreaterEuropean,WestEuropean,French"
dufresne,,laurent,,"GreaterEuropean,WestEuropean,French"
emmanuelli,,laurent,,"GreaterEuropean,WestEuropean,French"
eynac,,laurent,,"GreaterEuropean,WestEuropean,French"
fabius,,laurent,,"GreaterEuropean,WestEuropean,French"
fignon,,laurent,,"GreaterEuropean,WestEuropean,French"
fournier,,laurent,,"GreaterEuropean,WestEuropean,French"
frayssinous,,laurent,,"GreaterEuropean,WestEuropean,French"
freidel,,laurent,,"GreaterEuropean,WestEuropean,French"
fressinet,,laurent,,"GreaterEuropean,WestEuropean,French"
gathier,,laurent,,"GreaterEuropean,WestEuropean,French"
saint,,laurent,gouvion,"GreaterEuropean,WestEuropean,French"
de la reynière,,laurent,grimod,"GreaterEuropean,WestEuropean,French"
hernu,,laurent,,"GreaterEuropean,WestEuropean,French"
huard,,laurent,,"GreaterEuropean,WestEuropean,French"
jalabert,,laurent,,"GreaterEuropean,WestEuropean,French"
koscielny,,laurent,,"GreaterEuropean,WestEuropean,French"
lafforgue,,laurent,,"GreaterEuropean,WestEuropean,French"
lefèvre,,laurent,,"GreaterEuropean,WestEuropean,French"
le geay,,laurent,,"GreaterEuropean,WestEuropean,French"
lucas,,laurent,,"GreaterEuropean,WestEuropean,French"
mangel,,laurent,,"GreaterEuropean,WestEuropean,French"
marqueste,,laurent,,"GreaterEuropean,WestEuropean,French"
merlin,,laurent,,"GreaterEuropean,WestEuropean,French"
naouri,,laurent,,"GreaterEuropean,WestEuropean,French"
pariente,,laurent,,"GreaterEuropean,WestEuropean,French"
pichon,,laurent,,"GreaterEuropean,WestEuropean,French"
robert,,laurent,,"GreaterEuropean,WestEuropean,French"
ruquier,,laurent,,"GreaterEuropean,WestEuropean,French"
schwartz,,laurent,,"GreaterEuropean,WestEuropean,French"
tobel,,laurent,,"GreaterEuropean,WestEuropean,French"
voulzy,,laurent,,"GreaterEuropean,WestEuropean,French"
wauquiez,,laurent,,"GreaterEuropean,WestEuropean,French"
savasta,,laure,,"GreaterEuropean,WestEuropean,French"
séjourné,,laurette,,"GreaterEuropean,WestEuropean,French"
,,lautrec,,"GreaterEuropean,WestEuropean,French"
,,laveaux,,"GreaterEuropean,WestEuropean,French"
abdulamir,,layth,,"GreaterEuropean,WestEuropean,French"
carnot,,lazare,,"GreaterEuropean,WestEuropean,French"
de baïf,,lazare,,"GreaterEuropean,WestEuropean,French"
picault,,lazare,,"GreaterEuropean,WestEuropean,French"
costa,,lúcio,,"GreaterEuropean,WestEuropean,French"
,,le,,"GreaterEuropean,WestEuropean,French"
,,le,,"GreaterEuropean,WestEuropean,French"
griffit,,leandre,,"GreaterEuropean,WestEuropean,French"
scott,,leanna,,"GreaterEuropean,WestEuropean,French"
wood,,leanne,,"GreaterEuropean,WestEuropean,French"
,,lebouc,,"GreaterEuropean,WestEuropean,French"
chiffre,,le,,"GreaterEuropean,WestEuropean,French"
,,le clerc milfort,,"GreaterEuropean,WestEuropean,French"
,,leclercq,,"GreaterEuropean,WestEuropean,French"
,,le comte de frou frou,,"GreaterEuropean,WestEuropean,French"
corbusier,,le,,"GreaterEuropean,WestEuropean,French"
delano,,lee,,"GreaterEuropean,WestEuropean,French"
sobieski,,leelee,,"GreaterEuropean,WestEuropean,French"
van dowski,,lee,,"GreaterEuropean,WestEuropean,French"
de kermeur,,legall,,"GreaterEuropean,WestEuropean,French"
,,leibulf of provence,,"GreaterEuropean,WestEuropean,French"
crozier,,leif,newry fitzroy,"GreaterEuropean,WestEuropean,French"
andrews,,leighton,,"GreaterEuropean,WestEuropean,French"
nain,,le,,"GreaterEuropean,WestEuropean,French"
bernadotte,,lennart,,"GreaterEuropean,WestEuropean,French"
battesti,,leo,,"GreaterEuropean,WestEuropean,French"
bernier,,leo,,"GreaterEuropean,WestEuropean,French"
,,leobinus,,"GreaterEuropean,WestEuropean,French"
durocher,,leo,,"GreaterEuropean,WestEuropean,French"
jud,,leo,,"GreaterEuropean,WestEuropean,French"
landreville,,leo,,"GreaterEuropean,WestEuropean,French"
,,leon,,"GreaterEuropean,WestEuropean,French"
jerome,,leonard,,"GreaterEuropean,WestEuropean,French"
elchinger,,leon,arthur,"GreaterEuropean,WestEuropean,French"
d'este,,leonello,,"GreaterEuropean,WestEuropean,French"
strozzi,,leone,,"GreaterEuropean,WestEuropean,French"
oswald,,leon,,"GreaterEuropean,WestEuropean,French"
poliakov,,leon,,"GreaterEuropean,WestEuropean,French"
schwartzmann,,leon,,"GreaterEuropean,WestEuropean,French"
scott,,leon,,"GreaterEuropean,WestEuropean,French"
,,leontius,,"GreaterEuropean,WestEuropean,French"
,,leontius of autun,,"GreaterEuropean,WestEuropean,French"
,,leontius of fréjus,,"GreaterEuropean,WestEuropean,French"
piquette,,leo,,"GreaterEuropean,WestEuropean,French"
i,,leopold,,"GreaterEuropean,WestEuropean,French"
iv,,leopold,,"GreaterEuropean,WestEuropean,French"
robert,,leopold,,"GreaterEuropean,WestEuropean,French"
trepper,,leopold,,"GreaterEuropean,WestEuropean,French"
v,,leopold,,"GreaterEuropean,WestEuropean,French"
vi,,leopold,,"GreaterEuropean,WestEuropean,French"
,,lepage,,"GreaterEuropean,WestEuropean,French"
,,le petit nicolas,,"GreaterEuropean,WestEuropean,French"
pétomane,,le,,"GreaterEuropean,WestEuropean,French"
,,le quan ninh,,"GreaterEuropean,WestEuropean,French"
,,le rat luciano,,"GreaterEuropean,WestEuropean,French"
,,les,,"GreaterEuropean,WestEuropean,French"
apaches,,les,,"GreaterEuropean,WestEuropean,French"
blair,,les,,"GreaterEuropean,WestEuropean,French"
charlots,,les,,"GreaterEuropean,WestEuropean,French"
,,lescot,,"GreaterEuropean,WestEuropean,French"
,,le sieur de machy,,"GreaterEuropean,WestEuropean,French"
de la princesse,,les,joyaux,"GreaterEuropean,WestEuropean,French"
griffiths,,lesley,,"GreaterEuropean,WestEuropean,French"
noires,,les,légions,"GreaterEuropean,WestEuropean,French"
,,leslie,,"GreaterEuropean,WestEuropean,French"
caron,,leslie,,"GreaterEuropean,WestEuropean,French"
lea,,leslie,,"GreaterEuropean,WestEuropean,French"
mignons,,les,,"GreaterEuropean,WestEuropean,French"
de personne sur le territoire de l'ancienne gaule du vie au xiie siècle,,les,noms,"GreaterEuropean,WestEuropean,French"
mitsouko,,les,rita,"GreaterEuropean,WestEuropean,French"
,,lethière,,"GreaterEuropean,WestEuropean,French"
ramolino,,letizia,,"GreaterEuropean,WestEuropean,French"
,,leudesius,,"GreaterEuropean,WestEuropean,French"
saltonstall,,leverett,,"GreaterEuropean,WestEuropean,French"
,,levi,,"GreaterEuropean,WestEuropean,French"
ault,,levi,addison,"GreaterEuropean,WestEuropean,French"
teerlinc,,levina,,"GreaterEuropean,WestEuropean,French"
lusignan of armenia,,levon,v,"GreaterEuropean,WestEuropean,French"
andre,,lewis,,"GreaterEuropean,WestEuropean,French"
arquette,,lewis,,"GreaterEuropean,WestEuropean,French"
dubois,,lewis,,"GreaterEuropean,WestEuropean,French"
